Date,Price,Chg,Av_Sev,Av_OneFrty,SevOverFortyFlag,Av_Six,Av_TwenOne,SixOverTwenOneFlag,DM_P,DM_N,ATR,ADX
Jun 20-2013,13769.25,-2.41,14810.905555555557,14810.905555555557,False,13969.039487019854,14810.905555555557,False,-225.0,400.0,349.90999999999997,505.8479676017231
Jun 21-2013,12933.15,-6.07,14756.081578947369,14756.081578947369,False,13673.071062157038,14756.081578947369,False,-280.1000000000004,919.9500000000007,400.64000000000004,509.34470491945024
Jun 24-2013,12305.9,-4.85,14664.935,14664.935,False,13282.450758683597,14664.935,False,-461.85000000000036,520.0499999999993,453.66999999999996,555.0050681819106
Jun 25-2013,12652.55,2.82,14552.600000000002,14552.600000000002,False,13102.479113345427,14481.990909090908,False,-400.04999999999933,-71.0,464.0199999999999,599.490972272626
Jun 26-2013,12355.3,-2.35,14466.234090909093,14466.234090909093,False,12888.999366675305,14288.655371900824,False,-83.0,-29.79999999999927,480.3,29531.60309110874
Jun 27-2013,12524.1,1.37,14374.45434782609,14374.45434782609,False,12784.74240476807,14128.241247182568,False,-115.04999999999927,-175.75,483.72666666666674,29549.31100864122
Jun 28-2013,12926.15,3.21,14297.356250000004,14297.356250000004,False,12825.144574834338,14018.960224711429,False,310.0,-148.5,482.59333333333353,29577.412707643176
Jul 01-2013,12918.45,-0.06,14242.508000000005,14242.508000000005,False,12851.803267738811,13918.91384064675,False,-39.95000000000073,-154.95000000000073,464.6600000000002,29552.57483210273
Jul 02-2013,12804.7,-0.88,14191.582692307695,14191.582692307695,False,12838.34519124201,13817.621673315227,False,104.0,0.0,461.9400000000003,29625.344282053884
Jul 03-2013,12305.7,-3.9,14140.21666666667,14140.21666666667,False,12686.160850887149,13680.174248468391,False,-333.95000000000067,506.8999999999997,470.04000000000013,29645.92926511967
Jul 04-2013,12431.9,1.03,14074.698214285718,14074.698214285718,False,12613.514893490821,13566.694771334898,False,-197.04999999999927,-26.94999999999891,467.44333333333356,29611.52647158081
Jul 05-2013,12269.95,-1.3,14018.050000000005,14018.050000000005,False,12515.353495350588,13448.808883031728,False,108.5,210.04999999999927,483.1466666666668,29587.10107999175
Jul 08-2013,12207.9,-0.51,13959.780000000004,13959.780000000004,False,12427.509639536132,13335.998984574297,False,-361.54999999999933,20.0,482.8333333333336,29596.432614692854
Jul 09-2013,12475.95,2.2,13903.267741935491,13903.267741935491,False,12441.34974252581,13257.812713249361,False,228.75,-210.0,478.4300000000003,30248.747607377332
Jul 10-2013,12501.15,0.2,13858.6640625,13858.6640625,False,12458.435530375578,13189.025193863057,False,146.29999999999927,-175.0,477.4300000000003,30445.891332378334
Jul 11-2013,12661.4,1.28,13817.527272727273,13817.527272727273,False,12516.425378839698,13141.059267148232,False,69.60000000000036,23.0,470.936666666667,30555.965764404573
Jul 12-2013,12605.2,-0.44,13783.523529411768,13783.523529411768,False,12541.78955631407,13092.344788316575,False,45.399999999999636,-111.79999999999927,417.36000000000035,30516.012881023777
Jul 15-2013,12837.85,1.85,13749.857142857143,13749.857142857143,False,12626.378254510051,13069.208898469611,False,118.89999999999964,61.59999999999855,371.936666666667,1580.2754259240678
Jul 16-2013,12576.85,-2.03,13724.523611111112,13724.523611111112,False,12612.227324650037,13024.448998608736,False,-109.89999999999964,-48.79999999999927,347.336666666667,1521.0798735360981
Jul 17-2013,12594.5,0.14,13693.505405405404,13693.505405405404,False,12607.162374750025,12985.362726007945,False,-64.0,55.399999999999636,329.68333333333356,1451.0759359150616
Jul 18-2013,13588.35,7.89,13664.584210526316,13664.584210526316,False,12887.501696250018,13040.179750916312,False,915.0,-144.5,382.7833333333335,1422.0446955957743
Jul 19-2013,13819.6,1.7,13662.629487179487,13662.629487179487,False,13153.81549732144,13111.036137196645,True,628.7999999999993,-1010.8999999999997,399.6433333333333,1380.4117464986286
