Date,Price,Open,High,Low,Volume,Chg
Feb 05-2020,72390.80,71680.15,73565.70,71680.15,10790.0,0.99
Feb 04-2020,71680.15,69650.00,71899.00,69650.00,12330.0,3.19
Feb 03-2020,69462.65,68690.00,69888.00,68000.00,6670.0,1.13
Feb 01-2020,68686.60,69789.00,70300.00,68412.25,3980.0,-1.42
Jan 31-2020,69674.75,69849.00,70600.00,69318.20,4810.0,-0.21
Jan 30-2020,69818.60,70539.00,70600.00,69501.00,6360.0,-0.79
Jan 29-2020,70372.55,70090.00,70600.00,70000.00,4710.0,0.73
Jan 28-2020,69864.70,70585.00,70999.95,69342.05,5880.0,-0.63
Jan 27-2020,70309.35,70290.00,70600.00,69781.00,7620.0,-0.14
Jan 24-2020,70407.35,69611.00,70825.65,69500.00,8680.0,0.76
Jan 23-2020,69878.65,68500.00,70000.00,68140.00,9650.0,2.99
Jan 22-2020,67851.15,68459.00,68800.00,67521.15,4580.0,-0.12
Jan 21-2020,67930.15,68400.00,68550.00,67586.90,3850.0,-0.85
Jan 20-2020,68510.75,69060.00,70220.25,68244.00,9590.0,-1.16
Jan 17-2020,69312.90,67460.00,70000.00,67139.95,22380.0,3.36
Jan 16-2020,67059.40,66499.00,67150.00,65897.00,9040.0,1.19
Jan 15-2020,66271.70,66798.00,66918.60,65819.55,7940.0,-0.64
Jan 14-2020,66696.10,66701.00,67500.00,66452.00,8150.0,-0.48
Jan 13-2020,67016.70,67492.00,67900.00,66750.00,5980.0,-0.71
Jan 10-2020,67493.65,66725.00,68100.00,66329.55,9440.0,0.86
Jan 09-2020,66917.70,65800.00,67150.00,65520.80,9490.0,3.15
Jan 08-2020,64871.55,64800.00,65237.90,64300.00,7220.0,-0.71
Jan 07-2020,65334.10,65749.00,66515.05,65100.00,10840.0,-0.27
Jan 06-2020,65508.95,66012.30,66176.90,65120.15,10450.0,-1.61
Jan 03-2020,66583.45,67400.00,67466.65,66250.00,5530.0,-1.07
Jan 02-2020,67302.55,66709.05,67715.95,66266.00,6600.0,0.89
Jan 01-2020,66709.05,66199.00,66944.00,66100.00,4240.0,0.57
Dec 31-2019,66330.30,65995.70,66579.00,65792.00,6010.0,0.12
Dec 30-2019,66252.40,65999.00,66990.00,65500.00,9010.0,0.93
Dec 27-2019,65639.45,63299.60,66599.80,63202.10,8890.0,3.96
Dec 26-2019,63141.75,63612.00,63750.00,62796.45,3510.0,-0.74
Dec 24-2019,63611.75,63616.00,63900.00,63449.90,2210.0,-0.11
Dec 23-2019,63680.90,63600.00,63900.00,63387.60,3580.0,-0.13
Dec 20-2019,63765.20,64080.05,64387.95,63457.90,4090.0,-0.49
Dec 19-2019,64080.05,64250.00,64376.50,63728.05,3270.0,-0.07
Dec 18-2019,64126.90,64603.15,64929.95,64000.00,8350.0,-0.89
Dec 17-2019,64703.75,64254.00,64999.55,63879.00,3450.0,0.70
Dec 16-2019,64254.25,63600.00,64850.00,63600.00,5930.0,0.51
Dec 13-2019,63926.35,62800.00,64100.00,62800.00,4830.0,1.97
Dec 12-2019,62692.10,62100.00,62950.00,62061.90,2720.0,1.03
Dec 11-2019,62050.20,62300.00,62348.95,61603.30,2790.0,-0.03
Dec 10-2019,62070.10,62400.00,62458.95,61525.05,3350.0,-0.67
Dec 09-2019,62490.40,61366.00,63097.15,61252.00,3920.0,1.56
Dec 06-2019,61533.20,62187.90,62750.00,61253.40,6130.0,-0.37
Dec 05-2019,61760.25,62380.00,62597.85,61575.05,7440.0,-0.53
Dec 04-2019,62092.10,62061.70,62555.10,61550.00,4930.0,0.05
Dec 03-2019,62061.70,62879.05,63044.20,61931.45,4970.0,-1.05
Dec 02-2019,62723.05,63397.05,63597.50,62550.00,4460.0,-1.06
Nov 29-2019,63397.05,63855.05,64116.20,63200.10,2800.0,-0.92
Nov 28-2019,63982.60,63200.00,64298.90,62812.00,4580.0,1.55
Nov 27-2019,63004.00,63100.00,63496.00,62851.00,4320.0,-0.14
Nov 26-2019,63092.35,63865.00,64465.75,62933.75,4600.0,-1.20
Nov 25-2019,63860.15,62652.00,63954.00,62652.00,5750.0,1.93
Nov 22-2019,62651.35,62546.00,63100.00,62500.05,3160.0,0.17
Nov 21-2019,62546.50,63100.00,63430.20,62446.20,3750.0,-0.81
Nov 20-2019,63058.45,63849.00,64111.95,62750.20,3000.0,-0.76
Nov 19-2019,63539.35,64440.00,64440.55,63420.00,2670.0,-1.33
Nov 18-2019,64393.55,64110.40,64699.00,63850.00,3040.0,0.69
Nov 15-2019,63950.50,63749.05,64460.25,63312.30,3200.0,0.52
Nov 14-2019,63621.50,63068.80,63700.00,62785.30,3400.0,1.05
Nov 13-2019,62959.15,63380.00,63380.00,62400.00,4690.0,-0.20
Nov 11-2019,63085.20,64001.00,64100.00,62950.00,7180.0,-2.12
Nov 08-2019,64454.45,63681.40,65490.00,62855.70,15990.0,1.47
Nov 07-2019,63522.60,63755.00,63921.90,63310.05,2120.0,-0.18
Nov 06-2019,63637.75,63880.00,64163.15,63365.05,3250.0,-0.34
Nov 05-2019,63855.75,64738.00,65200.85,63231.40,5480.0,-0.91
Nov 04-2019,64440.35,65301.00,65709.95,64200.00,5010.0,-0.81
Nov 01-2019,64965.80,65990.00,66495.60,64684.40,7150.0,-1.08
Oct 31-2019,65673.75,65200.00,66300.00,65105.10,7190.0,1.20
Oct 30-2019,64893.30,65250.00,65450.00,64103.45,5400.0,-0.43
Oct 29-2019,65171.15,63579.00,65600.00,63334.15,10840.0,2.92
Oct 27-2019,63324.35,63324.35,63324.35,63324.35,0.0,0.06
Oct 25-2019,63285.60,63830.00,63980.00,63025.35,5260.0,-0.31
Oct 24-2019,63480.20,64650.00,64700.00,63055.00,8460.0,-1.31
Oct 23-2019,64321.30,64288.00,64542.95,63866.45,5770.0,0.17
Oct 22-2019,64211.30,64394.95,64749.90,64030.05,3210.0,0.30
Oct 18-2019,64019.75,64900.00,65086.95,63800.00,4470.0,-1.36
Oct 17-2019,64901.90,62896.00,65711.60,62656.00,7040.0,3.19
Oct 16-2019,62896.90,63030.00,63615.95,62629.45,3660.0,-0.21
Oct 15-2019,63027.50,62150.00,63297.90,61772.00,5000.0,1.66
Oct 14-2019,61996.65,61723.00,62717.55,61641.35,4290.0,0.44
Oct 11-2019,61722.70,61250.00,61887.55,61050.00,4970.0,0.90
Oct 10-2019,61174.00,61200.00,61389.00,60736.85,3050.0,-0.02
Oct 09-2019,61186.10,61250.50,61500.90,60283.55,6260.0,0.03
Oct 07-2019,61165.10,60989.00,61559.00,60600.00,3560.0,0.37
Oct 04-2019,60938.35,61980.00,61980.00,60515.90,4320.0,-0.87
Oct 03-2019,61471.05,61863.40,62065.00,61200.00,5960.0,-0.63
Oct 01-2019,61863.40,63299.00,63949.00,60768.95,9210.0,-2.26
Sep 30-2019,63291.55,62959.00,63449.90,62470.00,4890.0,0.98
Sep 27-2019,62674.55,62859.60,63875.85,62286.75,7540.0,-0.29
Sep 26-2019,62859.60,64499.50,65420.00,62150.00,20480.0,-2.54
Sep 25-2019,64499.50,65522.00,65990.00,64200.00,6020.0,-2.09
Sep 24-2019,65879.55,66749.00,67227.55,65691.30,8450.0,-0.45
Sep 23-2019,66180.25,64900.00,67467.00,64900.00,16170.0,2.38
Sep 20-2019,64642.90,58380.00,65850.00,58069.15,25480.0,11.32
Sep 19-2019,58069.15,58213.00,58400.00,57890.95,2410.0,-0.51
Sep 18-2019,58364.55,58699.00,58699.00,58000.00,4370.0,0.89
Sep 17-2019,57852.40,59650.00,59993.65,57550.00,5460.0,-2.71
Sep 16-2019,59461.50,59799.00,59980.00,59300.05,2900.0,-1.10
Sep 13-2019,60119.95,60754.00,60996.70,59760.05,7070.0,-0.89
Sep 12-2019,60658.90,60256.00,61109.95,60000.00,7910.0,0.93
Sep 11-2019,60101.95,58950.00,60280.00,58875.05,6210.0,2.09
Sep 09-2019,58869.10,58802.00,59200.00,58333.00,2890.0,0.20
Sep 06-2019,58754.30,58080.00,58980.00,57900.10,2890.0,1.79
Sep 05-2019,57722.45,57880.00,58260.00,57583.60,2100.0,0.05
Sep 04-2019,57691.20,57801.55,58188.90,57495.05,3010.0,-0.19
Sep 03-2019,57801.55,58598.30,58649.85,57519.85,3400.0,-1.35
Aug 30-2019,58590.05,57660.00,58950.00,57660.00,4920.0,1.81
Aug 29-2019,57545.65,57950.00,57988.00,57188.05,2950.0,-0.65
Aug 28-2019,57924.50,58871.00,59200.00,57580.60,3430.0,-1.61
Aug 27-2019,58871.50,58780.00,59499.00,58650.55,4170.0,0.15
Aug 26-2019,58782.40,58450.00,59000.00,57304.05,5060.0,1.60
Aug 23-2019,57859.50,57600.00,58400.00,56521.05,5840.0,0.50
Aug 22-2019,57572.45,57502.00,57700.00,56979.00,5130.0,-0.29
Aug 21-2019,57737.00,57501.00,57857.00,57200.00,3920.0,0.33
Aug 20-2019,57548.90,57502.00,57857.00,57228.95,3230.0,-0.07
Aug 19-2019,57589.80,57010.00,57745.00,57010.00,4050.0,1.35
Aug 16-2019,56823.60,57300.00,58300.00,56501.35,5760.0,-0.82
Aug 14-2019,57293.00,56621.00,57871.50,56350.00,8060.0,0.98
Aug 13-2019,56736.75,56601.30,57390.90,56011.10,7240.0,-0.52
Aug 09-2019,57034.45,54850.00,57431.60,54550.00,21850.0,4.27
Aug 08-2019,54699.55,54015.00,54900.00,54005.00,2760.0,1.30
Aug 07-2019,53998.50,54000.00,54450.00,53700.00,4650.0,0.24
Aug 06-2019,53871.15,53200.00,54094.95,53200.00,2800.0,0.97
Aug 05-2019,53352.90,53250.00,53650.00,52951.00,3160.0,-0.96
Aug 02-2019,53869.55,53050.00,54284.55,52411.15,5860.0,0.96
Aug 01-2019,53355.60,53450.00,53878.35,53100.00,5920.0,-0.36
Jul 31-2019,53548.75,53801.00,53801.00,52636.55,5430.0,-0.43
Jul 30-2019,53778.50,53990.00,54289.75,53673.00,4890.0,-0.01
Jul 29-2019,53785.30,54340.00,54660.00,53510.00,7920.0,-1.02
Jul 26-2019,54338.50,54000.00,54981.75,54000.00,2680.0,0.42
Jul 25-2019,54112.90,54025.00,54483.60,53800.00,4640.0,0.16
Jul 24-2019,54028.60,54000.00,54639.95,53725.00,5310.0,0.16
Jul 23-2019,53941.80,54349.00,54435.40,53600.00,3690.0,-0.37
Jul 22-2019,54144.10,53782.85,54365.85,53254.05,3720.0,1.20
Jul 19-2019,53502.85,55740.00,55900.00,53175.85,8770.0,-3.67
Jul 18-2019,55538.40,56005.00,56252.75,55406.05,3080.0,-0.83
Jul 17-2019,56004.70,56510.00,56510.00,55817.50,4810.0,-0.90
Jul 16-2019,56510.90,55851.00,56745.00,55851.00,3610.0,0.67
Jul 15-2019,56132.40,55810.00,56321.55,55810.00,4230.0,0.10
Jul 12-2019,56074.70,56148.00,56291.80,55680.00,3810.0,-0.16
Jul 11-2019,56163.90,55001.00,56528.45,54696.00,4220.0,1.75
Jul 10-2019,55196.90,54572.00,55400.00,54555.55,5230.0,1.15
Jul 09-2019,54571.20,54893.00,54900.00,53980.00,6050.0,-0.37
Jul 08-2019,54776.25,55712.00,55712.00,54402.85,6870.0,-2.19
Jul 05-2019,56003.15,56540.00,56714.10,55750.00,3880.0,-0.95
Jul 04-2019,56539.45,56810.00,57000.00,56301.15,3760.0,-0.47
Jul 03-2019,56806.65,56700.00,57075.35,56615.25,4270.0,0.25
Jul 02-2019,56667.60,56758.85,56974.20,56182.00,3550.0,-0.16
Jul 01-2019,56758.85,56840.00,57147.95,56513.00,3290.0,0.26
Jun 28-2019,56609.60,56799.00,56800.00,56346.85,6060.0,0.19
Jun 27-2019,56501.95,56092.00,56900.00,56092.00,7340.0,0.73
Jun 26-2019,56094.75,55300.00,56350.00,55249.00,5530.0,0.98
Jun 25-2019,55552.90,55050.00,56338.65,54498.95,13090.0,1.63
Jun 24-2019,54660.70,54600.00,55089.95,54555.25,5040.0,-0.48
Jun 21-2019,54922.40,54850.00,55199.90,54450.00,3130.0,0.00
Jun 20-2019,54921.70,54599.95,55000.00,54114.90,2780.0,0.78
Jun 19-2019,54495.80,54700.00,54931.80,54326.00,6320.0,-0.23
Jun 18-2019,54619.80,54555.00,54950.00,54123.80,4370.0,-0.19
Jun 17-2019,54724.70,54950.00,55300.00,54148.85,5760.0,0.04
Jun 14-2019,54704.75,54651.00,55144.00,54383.80,3390.0,-0.12
Jun 13-2019,54770.95,55999.00,55999.00,54251.00,6710.0,-1.68
Jun 12-2019,55709.50,56270.00,56270.00,55417.30,4490.0,-0.87
Jun 11-2019,56197.05,55800.00,56299.90,55501.00,3950.0,1.08
Jun 10-2019,55594.55,55949.00,56000.00,55100.00,4120.0,-0.01
Jun 07-2019,55597.50,55950.00,56441.30,55112.00,6450.0,-0.37
Jun 06-2019,55805.80,57599.95,57741.05,55510.60,7420.0,-2.75
Jun 04-2019,57382.45,56026.00,57600.00,56025.00,11500.0,2.46
Jun 03-2019,56002.45,55403.25,56431.95,55390.00,6620.0,1.33
May 31-2019,55265.10,55299.10,55676.70,54525.00,6660.0,0.14
May 30-2019,55185.25,56250.00,56250.00,55025.00,4520.0,-1.31
May 29-2019,55916.70,56600.00,56890.00,55701.00,4760.0,-0.89
May 28-2019,56416.70,57148.95,57250.00,56255.05,4860.0,-0.78
May 27-2019,56862.65,57300.00,57928.05,56677.50,6040.0,-0.26
May 24-2019,57009.30,55200.00,57464.80,55000.00,8400.0,4.00
May 23-2019,54818.30,55523.00,56098.20,54500.00,9450.0,-0.55
May 22-2019,55123.85,54999.00,55250.00,54500.05,4630.0,0.64
May 21-2019,54772.10,55000.00,55150.00,54415.00,5600.0,0.02
May 20-2019,54761.30,54889.70,55149.95,54232.00,9200.0,0.72
May 17-2019,54369.70,53749.90,54750.00,53401.65,5330.0,1.26
May 16-2019,53692.40,53849.00,53970.00,53100.00,5130.0,0.25
May 15-2019,53559.30,53590.00,53799.00,53200.05,7310.0,0.51
May 14-2019,53289.85,53140.00,53499.00,52850.00,3260.0,0.41
May 13-2019,53071.75,53997.00,53997.90,52927.90,2910.0,-1.62
May 10-2019,53947.35,54600.00,54798.95,53751.60,5090.0,-0.89
May 09-2019,54431.20,54400.00,54679.95,54000.00,7410.0,0.58
May 08-2019,54117.75,53049.00,54500.00,53000.00,12180.0,2.22
May 07-2019,52944.65,54000.00,54650.00,52666.30,5990.0,-1.62
May 06-2019,53817.85,53110.90,53990.00,52706.00,11790.0,1.33
May 03-2019,53110.90,52500.00,53400.00,52500.00,12840.0,1.31
May 02-2019,52424.85,52605.00,53690.00,51586.30,26250.0,-0.91
Apr 30-2019,52905.00,54410.05,54589.75,52500.00,9370.0,-2.77
Apr 26-2019,54410.05,55750.00,55839.75,54250.00,11660.0,-1.82
Apr 25-2019,55420.90,56049.00,56192.95,55300.00,5110.0,-0.40
Apr 24-2019,55642.40,56600.00,56800.00,55555.00,5420.0,-1.63
Apr 23-2019,56564.45,57085.00,57085.00,56400.00,3360.0,-0.05
Apr 22-2019,56595.15,57650.00,57747.10,56384.40,3750.0,-2.11
Apr 18-2019,57812.20,58203.00,58400.10,57526.10,4300.0,-0.42
Apr 16-2019,58056.10,58269.00,58540.00,57950.10,3320.0,-0.16
Apr 15-2019,58147.90,59000.00,59044.75,58028.20,4500.0,-0.63
Apr 12-2019,58515.75,57500.00,58599.00,57500.00,4870.0,1.82
Apr 11-2019,57468.90,57600.00,57991.00,57304.05,3870.0,-0.04
Apr 10-2019,57491.75,57800.00,58450.00,57300.00,7300.0,-0.26
Apr 09-2019,57641.20,59199.00,59350.00,57500.00,8360.0,-2.17
Apr 08-2019,58921.30,60554.00,60554.00,58573.05,4680.0,-2.22
Apr 05-2019,60259.20,60003.15,60400.00,59901.35,4010.0,0.43
Apr 04-2019,60003.15,60262.00,60498.90,59750.05,6490.0,-0.06
Apr 03-2019,60040.20,60480.00,60830.00,59600.00,7110.0,-0.58
Apr 02-2019,60390.10,60250.00,61684.00,60200.00,13290.0,0.38
Apr 01-2019,60163.85,58150.00,60689.95,58000.00,15680.0,3.75
Mar 29-2019,57987.15,56300.10,58175.00,56300.10,10550.0,3.00
Mar 28-2019,56296.95,56740.00,56849.90,56100.05,5140.0,-0.51
Mar 27-2019,56585.15,56350.00,56885.00,56200.00,7150.0,0.72
Mar 26-2019,56180.15,56399.00,56399.00,56050.00,5180.0,0.31
Mar 25-2019,56006.25,56310.00,56320.00,55895.15,3190.0,-0.96
Mar 22-2019,56547.75,57000.00,57299.00,56175.55,5280.0,-0.75
Mar 20-2019,56976.60,57400.00,57400.00,56800.00,4820.0,-0.81
Mar 19-2019,57444.25,57688.95,57688.95,57020.00,2980.0,0.02
Mar 18-2019,57433.75,57998.00,57998.00,57244.00,5720.0,-0.31
Mar 15-2019,57609.50,57200.00,58000.00,56911.00,8690.0,0.78
Mar 14-2019,57161.45,57990.00,57990.00,57001.00,10390.0,-0.44
Mar 13-2019,57414.60,57800.00,58000.00,57200.00,8930.0,0.43
Mar 12-2019,57171.00,58100.00,58253.65,56801.00,13280.0,-0.93
Mar 11-2019,57708.30,57040.00,57980.15,57040.00,5140.0,1.20
Mar 08-2019,57026.60,58000.00,58000.00,56830.00,6780.0,-1.41
Mar 07-2019,57839.75,58570.00,58594.85,57645.10,4060.0,-1.24
Mar 06-2019,58566.40,58040.00,58790.00,57555.00,7260.0,1.57
Mar 05-2019,57663.25,57397.00,58000.00,57218.50,8410.0,0.93
Mar 01-2019,57129.10,56907.00,57400.00,56907.00,4090.0,0.51
Feb 28-2019,56839.55,57390.00,57400.00,56572.00,12340.0,-0.04
Feb 27-2019,56862.75,56400.00,57266.00,56152.90,11010.0,1.63
Feb 26-2019,55952.90,55140.15,56387.10,54400.00,5780.0,1.11
Feb 25-2019,55340.15,55468.00,55468.00,54855.00,4310.0,0.69
Feb 22-2019,54960.80,54720.00,55150.00,54553.50,4410.0,0.46
Feb 21-2019,54710.65,54829.00,55250.00,54505.00,3890.0,-0.15
Feb 20-2019,54793.20,54529.90,54970.00,54125.00,6030.0,1.04
Feb 19-2019,54227.90,54480.15,55403.95,53858.35,10540.0,-0.43
Feb 18-2019,54460.15,55248.00,55499.00,54254.20,5980.0,-1.23
Feb 15-2019,55136.85,56302.00,56408.30,55000.00,12190.0,-2.07
Feb 14-2019,56302.20,55600.00,56600.00,55315.00,8940.0,1.27
Feb 13-2019,55596.80,55799.00,55892.70,55200.00,9830.0,0.44
Feb 12-2019,55355.40,55750.00,56178.00,54900.00,10990.0,0.02
Feb 11-2019,55345.60,56450.00,56900.00,54725.00,14320.0,-1.96
Feb 08-2019,56451.35,59188.95,59188.95,56300.00,24280.0,-4.98
Feb 07-2019,59410.55,60035.00,60800.00,58960.05,22640.0,-0.88
Feb 06-2019,59936.00,60300.00,60300.00,59550.00,5310.0,-0.11
Feb 05-2019,60004.30,60299.00,60400.00,59500.00,6600.0,0.16
Feb 04-2019,59906.55,61944.00,61944.00,59800.00,7860.0,-2.23
Feb 01-2019,61275.70,61489.20,62699.90,61012.10,7550.0,-0.02
Jan 31-2019,61289.20,61500.00,61767.60,60540.15,7600.0,-0.07
Jan 30-2019,61329.40,62384.00,62384.00,61150.00,6590.0,-0.87
Jan 29-2019,61868.15,62830.00,62830.00,61500.00,8710.0,-1.11
Jan 28-2019,62559.95,63875.00,63875.00,62450.00,4490.0,-2.13
Jan 25-2019,63920.95,65300.00,65533.30,63700.00,3110.0,-1.51
Jan 24-2019,64902.75,66000.00,66188.40,64500.00,4130.0,-1.77
Jan 23-2019,66072.05,65378.00,66289.95,65300.00,3090.0,1.24
Jan 22-2019,65259.60,65900.00,66166.85,65100.00,4700.0,-1.31
Jan 21-2019,66126.10,65739.80,66298.95,65501.00,8010.0,0.59
Jan 18-2019,65739.80,66005.00,66098.20,65650.00,1610.0,-0.10
Jan 17-2019,65802.80,66291.00,66291.00,65600.00,3530.0,-0.29
Jan 16-2019,65991.20,66220.00,66485.70,65900.00,3510.0,-0.31
Jan 15-2019,66195.60,66650.00,66989.95,66077.00,3860.0,-0.69
Jan 14-2019,66653.05,66600.00,66996.95,65955.90,5050.0,-0.42
Jan 11-2019,66937.25,66898.90,67000.00,66300.00,2580.0,0.35
Jan 10-2019,66700.70,66249.00,67094.95,65909.00,4020.0,0.95
Jan 09-2019,66070.35,66501.00,66999.00,65820.45,4370.0,-0.56
Jan 08-2019,66439.90,66700.00,66976.00,66226.00,2280.0,-0.80
Jan 07-2019,66978.55,67100.00,67345.90,66666.15,6820.0,0.56
Jan 04-2019,66603.15,66999.70,67349.90,66201.05,4280.0,-0.32
Jan 03-2019,66818.25,66750.00,67400.00,66458.70,4600.0,0.27
Jan 02-2019,66635.50,66500.00,67100.00,66150.70,7530.0,-0.25
Jan 01-2019,66801.20,67299.00,67299.00,66500.35,4190.0,-0.27
Dec 31-2018,66984.70,67550.00,67550.00,66812.40,5940.0,-0.08
Dec 28-2018,67036.95,67279.00,67475.00,66980.00,4260.0,0.53
Dec 27-2018,66686.35,67398.90,67699.00,66526.00,8780.0,-0.94
Dec 26-2018,67319.65,66200.00,67503.00,65105.25,9920.0,1.82
Dec 24-2018,66117.65,67003.95,67347.00,65897.00,5790.0,-1.32
Dec 21-2018,67003.85,69049.70,69561.00,66700.00,9350.0,-2.96
Dec 20-2018,69049.70,68750.00,69900.00,68750.00,10180.0,-0.40
Dec 19-2018,69326.95,68000.00,69500.00,67749.40,10480.0,2.61
Dec 18-2018,67561.50,66477.00,67998.95,66100.05,4750.0,1.79
Dec 17-2018,66375.15,66415.00,67200.00,66222.00,3560.0,0.06
Dec 14-2018,66335.05,67299.00,67500.00,66050.00,5720.0,-1.67
Dec 13-2018,67463.55,68280.00,68899.00,67102.70,5720.0,-1.00
Dec 12-2018,68146.55,66272.00,68490.00,66222.00,6980.0,2.98
Dec 11-2018,66171.70,63666.00,66500.00,63666.00,7240.0,2.81
Dec 10-2018,64364.60,64100.05,64895.45,64100.05,3290.0,-1.85
Dec 07-2018,65574.85,65269.00,65700.00,64864.05,3550.0,1.25
Dec 06-2018,64764.80,65299.00,65312.05,64445.05,2960.0,-0.80
Dec 05-2018,65284.00,66000.00,66196.65,65136.00,3690.0,-1.28
Dec 04-2018,66128.75,66800.00,67137.70,65931.95,2990.0,-0.85
Dec 03-2018,66692.85,67500.00,67949.00,66608.00,5040.0,-0.95
Nov 30-2018,67332.05,68400.00,68678.55,67150.90,5180.0,-1.40
Nov 29-2018,68289.90,69002.00,69150.00,68011.00,7580.0,-0.73
Nov 28-2018,68792.25,68501.00,69340.00,68360.75,6590.0,0.32
Nov 27-2018,68575.25,67866.20,68680.00,67400.05,6030.0,0.55
Nov 26-2018,68198.75,68000.00,68710.00,67607.45,10290.0,0.87
Nov 22-2018,67607.40,67400.00,68169.95,67202.00,6410.0,0.42
Nov 21-2018,67324.20,66251.00,67568.00,66110.00,8260.0,1.97
Nov 20-2018,66024.45,66200.00,66330.00,65713.20,3330.0,-0.25
Nov 19-2018,66190.30,65770.00,66400.00,65501.00,3940.0,0.66
Nov 16-2018,65754.95,65900.00,66800.00,65588.45,5440.0,-0.05
Nov 15-2018,65784.85,65999.00,66333.00,65200.00,7970.0,0.36
Nov 14-2018,65545.95,66100.00,66740.00,65240.00,8200.0,-0.42
Nov 13-2018,65822.15,65203.15,66190.00,64802.05,4990.0,0.95
Nov 12-2018,65203.15,66345.00,66985.05,65060.50,4540.0,-1.72
Nov 09-2018,66345.10,65050.10,66502.00,64513.15,10670.0,1.19
Nov 07-2018,65564.95,65670.00,65933.15,65177.00,1060.0,0.62
Nov 06-2018,65160.70,66200.00,66607.40,64900.00,4250.0,-1.50
Nov 05-2018,66153.80,66700.00,66800.00,65910.00,3810.0,-0.49
Nov 02-2018,66480.80,65050.00,66676.55,65012.40,6740.0,2.69
Nov 01-2018,64742.05,64498.55,65350.00,64498.05,4420.0,0.38
Oct 31-2018,64498.55,64342.00,64900.00,63684.00,4180.0,0.29
Oct 30-2018,64309.15,63402.20,64900.00,63402.20,6900.0,0.59
Oct 29-2018,63932.25,63200.00,64350.00,62525.00,5000.0,1.39
Oct 26-2018,63056.15,61300.00,63421.50,60666.00,10200.0,2.76
Oct 25-2018,61362.50,62000.00,62480.00,60800.00,7480.0,-1.58
Oct 24-2018,62350.00,62440.00,62700.00,61805.15,3990.0,1.01
Oct 23-2018,61723.65,61600.00,62177.00,61301.00,5080.0,-0.78
Oct 22-2018,62206.95,62749.95,62749.95,61999.00,4200.0,0.39
Oct 19-2018,61967.85,61965.00,62690.00,60900.00,7570.0,-0.22
Oct 17-2018,62101.85,63750.00,64263.75,61900.00,6380.0,-1.76
Oct 16-2018,63212.95,62991.85,63980.00,62862.15,6090.0,0.98
Oct 15-2018,62600.60,63625.20,64579.85,62000.00,12240.0,-2.15
Oct 12-2018,63978.35,63620.00,64959.95,63620.00,11120.0,0.87
Oct 11-2018,63427.50,62990.00,64269.65,61709.05,6810.0,-0.86
Oct 10-2018,63979.60,61521.00,64300.00,61521.00,6130.0,3.20
Oct 09-2018,61997.30,61899.00,62700.00,60660.00,4980.0,1.43
Oct 08-2018,61120.90,60711.00,61751.00,59601.00,12830.0,0.16
Oct 05-2018,61022.20,61400.00,61400.00,60501.00,9200.0,-0.94
Oct 04-2018,61603.80,62699.95,62699.95,61400.00,13690.0,-2.43
Oct 03-2018,63138.80,63077.00,63654.00,62555.05,10720.0,0.18
Oct 01-2018,63025.65,64100.00,64100.00,62150.00,12280.0,-0.90
Sep 28-2018,63598.55,64500.00,65737.40,62300.00,11540.0,-0.94
Sep 27-2018,64202.85,67015.00,68200.00,63950.05,12370.0,-3.19
Sep 26-2018,66318.55,66988.00,66988.00,65800.00,4320.0,0.82
Sep 25-2018,65780.65,64677.00,67100.00,63125.00,17920.0,1.88
Sep 24-2018,64568.00,67000.00,67000.05,64450.00,7660.0,-3.26
Sep 21-2018,66744.40,68195.00,68500.00,62500.00,10420.0,-1.53
Sep 19-2018,67783.40,69095.00,69249.95,67390.00,11990.0,-1.38
Sep 18-2018,68731.35,69782.30,70119.00,68500.85,4570.0,-1.51
Sep 17-2018,69782.30,70200.00,70200.00,69650.10,2670.0,-0.66
Sep 14-2018,70244.30,69500.00,70712.90,69500.00,6970.0,1.59
Sep 12-2018,69143.35,69860.00,69958.95,68201.10,8910.0,-0.90
Sep 11-2018,69769.55,70506.50,71099.95,69600.00,3400.0,-1.05
Sep 10-2018,70506.50,71501.00,71550.05,70450.00,4330.0,-1.05
Sep 07-2018,71251.95,70881.00,72000.00,70632.05,4850.0,0.59
Sep 06-2018,70830.55,70799.90,70984.30,70100.00,4870.0,0.68
Sep 05-2018,70352.30,71299.00,71299.00,70001.00,7750.0,-0.95
Sep 04-2018,71028.90,73300.00,73600.00,70850.00,8960.0,-2.75
Sep 03-2018,73038.90,73777.00,74169.95,73000.00,3920.0,-1.33
Aug 31-2018,74026.75,73250.00,74300.00,73000.00,4910.0,1.10
Aug 30-2018,73218.80,73753.90,74153.95,73001.00,5920.0,-0.09
Aug 29-2018,73286.40,73640.00,73640.00,73200.00,3220.0,-0.04
Aug 28-2018,73316.90,74649.00,74649.00,73202.85,4230.0,-1.15
Aug 27-2018,74171.90,74300.00,74500.00,74000.00,2220.0,0.13
Aug 24-2018,74075.90,74500.00,75052.65,73800.00,2940.0,-0.67
Aug 23-2018,74573.50,74500.00,74800.00,74100.00,4830.0,0.10
Aug 21-2018,74498.95,75111.00,75250.00,74256.70,11540.0,-0.35
Aug 20-2018,74761.90,73999.00,75089.70,73500.00,15190.0,1.38
Aug 17-2018,73747.75,73200.00,73900.00,73141.00,7750.0,0.80
Aug 16-2018,73164.70,73850.00,74199.90,73100.00,7140.0,-0.89
Aug 14-2018,73819.80,73503.95,74300.00,73400.00,12250.0,0.77
