Date,Price,Chg,Av_Sev,Av_OneFrty,SevOverFortyFlag,Av_Six,Av_TwenOne,SixOverTwenOneFlag,DM_P,DM_N,TR
Jun 14-2013,14311.9,-0.14,14979.457142857147,14979.457142857147,False,13837.259693335469,14979.457142857147,False,-0.049999999999272404,44.100000000000364,355.9500000000007
Jun 17-2013,14298.1,-0.1,14934.953333333337,14934.953333333337,False,13968.928352382478,14934.953333333337,False,-168.95000000000073,67.64999999999964,254.64999999999964
Jun 18-2013,14164.75,-0.93,14895.15,14895.15,False,14024.877394558913,14895.15,False,-5.25,85.35000000000036,334.75
Jun 19-2013,14109.15,-0.39,14852.185294117648,14852.185294117648,False,14048.955281827793,14852.185294117648,False,-119.75,40.0,255.0
Jun 20-2013,13769.25,-2.41,14810.905555555555,14810.905555555555,False,13969.039487019854,14810.905555555555,False,-225.0,400.0,430.0
Jun 21-2013,12933.15,-6.07,14756.081578947367,14756.081578947367,False,13673.071062157038,14756.081578947367,False,-280.10000000000036,919.9500000000007,1069.8500000000004
Jun 24-2013,12305.9,-4.85,14664.935000000001,14664.935000000001,False,13282.450758683597,14664.935000000001,False,-461.85000000000036,520.0499999999993,1128.0499999999993
Jun 25-2013,12652.55,2.82,14552.600000000002,14552.600000000002,False,13102.479113345427,14481.99090909091,False,-400.0499999999993,-71.0,657.0
Jun 26-2013,12355.3,-2.35,14466.234090909093,14466.234090909093,False,12888.999366675303,14288.655371900826,False,-83.0,-29.799999999999272,544.2000000000007
Jun 27-2013,12524.1,1.37,14374.454347826088,14374.454347826088,False,12784.742404768072,14128.24124718257,False,-115.04999999999927,-175.75,253.40000000000146
Jun 28-2013,12926.15,3.21,14297.356250000003,14297.356250000003,False,12825.144574834338,14018.960224711427,False,310.0,-148.5,414.90000000000146
Jul 01-2013,12918.45,-0.06,14242.508000000003,14242.508000000003,False,12851.803267738813,13918.91384064675,False,-39.95000000000073,-154.95000000000073,220.0
Jul 02-2013,12804.7,-0.88,14191.582692307695,14191.582692307695,False,12838.34519124201,13817.621673315227,False,104.0,0.0,324.0
Jul 03-2013,12305.7,-3.9,14140.21666666667,14140.21666666667,False,12686.160850887149,13680.17424846839,False,-333.9500000000007,506.89999999999964,496.9499999999989
Jul 04-2013,12431.9,1.03,14074.698214285718,14074.698214285718,False,12613.514893490821,13566.694771334898,False,-197.04999999999927,-26.94999999999891,272.9500000000007
Jul 05-2013,12269.95,-1.3,14018.050000000005,14018.050000000005,False,12515.353495350588,13448.808883031727,False,108.5,210.04999999999927,591.5
Jul 08-2013,12207.9,-0.51,13959.780000000004,13959.780000000004,False,12427.509639536132,13335.998984574297,False,-361.5499999999993,20.0,249.95000000000073
Jul 09-2013,12475.95,2.2,13903.26774193549,13903.26774193549,False,12441.34974252581,13257.812713249361,False,228.75,-210.0,268.7000000000007
Jul 10-2013,12501.15,0.2,13858.6640625,13858.6640625,False,12458.435530375578,13189.025193863055,False,146.29999999999927,-175.0,240.0
Jul 11-2013,12661.4,1.28,13817.527272727273,13817.527272727273,False,12516.425378839698,13141.059267148232,False,69.60000000000036,23.0,332.60000000000036
Jul 12-2013,12605.2,-0.44,13783.523529411767,13783.523529411767,False,12541.78955631407,13092.344788316574,False,45.399999999999636,-111.79999999999927,266.2000000000007
Jul 15-2013,12837.85,1.85,13749.857142857145,13749.857142857145,False,12626.378254510051,13069.208898469611,False,118.89999999999964,61.599999999998545,446.6999999999989
Jul 16-2013,12576.85,-2.03,13724.523611111112,13724.523611111112,False,12612.227324650037,13024.448998608737,False,-109.89999999999964,-48.79999999999927,288.0
